,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
2558,AbstractRedirect.java,squid:S1488,MINOR,SonarQube,CODE_SMELL,293.0,293.0
2559,AbstractRedirect.java,squid:S1488,MINOR,SonarQube,CODE_SMELL,328.0,328.0
2560,AbstractRedirect.java,squid:S1488,MINOR,SonarQube,CODE_SMELL,362.0,362.0
2561,AbstractRedirect.java,squid:S1488,MINOR,SonarQube,CODE_SMELL,390.0,390.0
2562,AbstractRedirect.java,squid:S1488,MINOR,SonarQube,CODE_SMELL,812.0,812.0
2563,AbstractRedirect.java,squid:S1488,MINOR,SonarQube,CODE_SMELL,839.0,839.0
2564,AbstractRedirect.java,squid:S1488,MINOR,SonarQube,CODE_SMELL,896.0,896.0
2565,AbstractRedirect.java,squid:S1488,MINOR,SonarQube,CODE_SMELL,921.0,921.0
2566,AbstractRedirect.java,squid:S1488,MINOR,SonarQube,CODE_SMELL,1661.0,1661.0
2567,AbstractRedirect.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,40.0,40.0
2568,AbstractRedirect.java,squid:ClassCyclomaticComplexity,MAJOR,SonarQube,CODE_SMELL,131.0,131.0
2569,RemoveAllMailAttributes.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,22.0,22.0
2570,NotifyPostmaster.java,squid:S1488,MINOR,SonarQube,CODE_SMELL,124.0,109.0
2571,NotifyPostmaster.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,34.0,34.0
2572,NotifyPostmaster.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,21.0,21.0
2573,NotifyPostmaster.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,30.0,30.0
2574,NotifyPostmaster.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,40.0,40.0
2575,NotifyPostmaster.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,33.0,33.0
2576,NotifyPostmaster.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,28.0,28.0
2577,Resend.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,25.0,25.0
2578,Resend.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,28.0,28.0
2579,Resend.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,39.0,39.0
2580,Resend.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,44.0,44.0
2581,Resend.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,37.0,37.0
2582,Resend.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,30.0,30.0
2583,Resend.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,36.0,36.0
2584,Resend.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,29.0,29.0
2585,Resend.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,38.0,38.0
2586,NotifySender.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,26.0,26.0
2587,NotifySender.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,32.0,32.0
2588,NotifySender.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,21.0,21.0
2589,NotifySender.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,30.0,30.0
2590,NotifySender.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,40.0,40.0
2591,NotifySender.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,33.0,33.0
2592,NotifySender.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,31.0,31.0
2593,ServerTime.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,28.0,28.0
2594,DSNBounce.java,squid:S1488,MINOR,SonarQube,CODE_SMELL,928.0,921.0
2595,ServerTime.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,25.0,25.0
2596,DSNBounce.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,639.0,639.0
2597,FromRepository.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,31.0,31.0
2598,JDBCVirtualUserTable.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,29.0,29.0
2599,JamesHost.java,squid:S1067,MAJOR,SonarQube,CODE_SMELL,451.0,447.0
2600,JamesHost.java,squid:S1067,MAJOR,SonarQube,CODE_SMELL,924.0,920.0
2601,SingleThreadedConnectionHandler.java,squid:S1066,MAJOR,SonarQube,CODE_SMELL,206.0,206.0
2602,CommandParser.java,squid:S1067,MAJOR,SonarQube,CODE_SMELL,498.0,494.0
2603,MailAddress.java,squid:S1067,MAJOR,SonarQube,CODE_SMELL,258.0,258.0
2604,DotStuffingInputStream.java,squid:S1067,MAJOR,SonarQube,CODE_SMELL,70.0,69.0
2605,MimeMessageWrapper.java,squid:S1067,MAJOR,SonarQube,CODE_SMELL,416.0,413.0
2606,CRLFTerminatedReader.java,squid:S1170,MINOR,SonarQube,CODE_SMELL,66.0,66.0
2607,MailetConfigImpl.java,squid:S1171,MAJOR,SonarQube,CODE_SMELL,96.0,96.0
2608,CRLFTerminatedReader.java,squid:S1170,MINOR,SonarQube,CODE_SMELL,68.0,68.0
2609,NNTPRepositoryImpl.java,squid:S1188,MAJOR,SonarQube,CODE_SMELL,409.0,409.0
2610,JDBCUtil.java,squid:S1067,MAJOR,SonarQube,CODE_SMELL,98.0,90.0
2611,ParsedConfiguration.java,squid:S1067,MAJOR,SonarQube,CODE_SMELL,491.0,478.0
2612,RemoteDelivery.java,squid:S1188,MAJOR,SonarQube,CODE_SMELL,1092.0,1092.0
2613,Loader.java,squid:S1170,MINOR,SonarQube,CODE_SMELL,41.0,41.0
2614,Loader.java,squid:S1170,MINOR,SonarQube,CODE_SMELL,42.0,42.0
2615,CommandListservMatcher.java,squid:S1066,MAJOR,SonarQube,CODE_SMELL,56.0,56.0
2616,CommandForListserv.java,squid:S1066,MAJOR,SonarQube,CODE_SMELL,41.0,41.0
2617,MBoxMailRepository.java,squid:S1188,MAJOR,SonarQube,CODE_SMELL,689.0,689.0
2618,MBoxMailRepository.java,squid:S1066,MAJOR,SonarQube,CODE_SMELL,432.0,432.0
2619,MimeMessageJDBCSource.java,squid:S1067,MAJOR,SonarQube,CODE_SMELL,245.0,244.0
2620,JDBCSpoolRepository.java,squid:S1188,MAJOR,SonarQube,CODE_SMELL,141.0,141.0
2621,AvalonSpoolRepository.java,squid:S1188,MAJOR,SonarQube,CODE_SMELL,82.0,82.0
2622,JDBCMailRepository.java,squid:S1067,MAJOR,SonarQube,CODE_SMELL,1026.0,1025.0
2623,FileMailbox.java,squid:S1066,MAJOR,SonarQube,CODE_SMELL,1541.0,1541.0
2624,JamesHost.java,squid:S1067,MAJOR,SonarQube,CODE_SMELL,899.0,895.0
2625,CommandFetch.java,squid:S1066,MAJOR,SonarQube,CODE_SMELL,542.0,542.0
2626,CommandFetch.java,squid:S1066,MAJOR,SonarQube,CODE_SMELL,624.0,624.0
2627,CommandFetch.java,squid:S1066,MAJOR,SonarQube,CODE_SMELL,709.0,709.0
2628,SelectCommand.java,squid:S1066,MAJOR,SonarQube,CODE_SMELL,67.0,67.0
2629,CopyCommand.java,squid:S1170,MINOR,SonarQube,CODE_SMELL,68.0,68.0
2630,James.java,squid:S1066,MAJOR,SonarQube,CODE_SMELL,899.0,899.0
2631,JamesImapHost.java,squid:S1066,MAJOR,SonarQube,CODE_SMELL,245.0,245.0
2632,MailAddress.java,squid:S1067,MAJOR,SonarQube,CODE_SMELL,432.0,429.0
2633,CRLFTerminatedReader.java,squid:S1170,MINOR,SonarQube,CODE_SMELL,67.0,67.0
2634,MailHeaders.java,squid:S2157,CRITICAL,SonarQube,BUG,32.0,32.0
2635,MessageProcessor.java,squid:S1066,MAJOR,SonarQube,CODE_SMELL,694.0,694.0
2636,DNSServer.java,squid:S1188,MAJOR,SonarQube,CODE_SMELL,374.0,374.0
2637,AbstractRedirect.java,squid:S1066,MAJOR,SonarQube,CODE_SMELL,767.0,767.0
2638,FileMailbox.java,squid:S1151,MAJOR,SonarQube,CODE_SMELL,731.0,731.0
2639,SingleThreadedConnectionHandler.java,squid:S1185,MINOR,SonarQube,CODE_SMELL,644.0,644.0
2640,CommandParser.java,squid:S00101,MINOR,SonarQube,CODE_SMELL,484.0,484.0
2641,CommandParser.java,squid:S1151,MAJOR,SonarQube,CODE_SMELL,87.0,87.0
2642,ProtocolSession.java,squid:S00100,MINOR,SonarQube,CODE_SMELL,99.0,99.0
2643,ProtocolSession.java,squid:S00100,MINOR,SonarQube,CODE_SMELL,115.0,115.0
2644,message_disposition_notification.java,squid:S00101,MINOR,SonarQube,CODE_SMELL,44.0,44.0
2645,RemoteDelivery.java,squid:S2272,MAJOR,SonarQube,BUG,1124.0,1124.0
2646,File_Persistent_Object_Repository.java,squid:S00101,MINOR,SonarQube,CODE_SMELL,32.0,32.0
2647,File_Persistent_Stream_Repository.java,squid:S00101,MINOR,SonarQube,CODE_SMELL,35.0,35.0
2648,FileMailbox.java,squid:S1151,MAJOR,SonarQube,CODE_SMELL,717.0,717.0
2649,AppendCommand.java,squid:S1185,MINOR,SonarQube,CODE_SMELL,235.0,235.0
2650,ProtocolSession.java,squid:S00100,MINOR,SonarQube,CODE_SMELL,107.0,107.0
2651,MailetConfigImpl.java,squid:S2272,MAJOR,SonarQube,BUG,104.0,104.0
2652,CRLFTerminatedReader.java,squid:S1151,MAJOR,SonarQube,CODE_SMELL,114.0,114.0
2653,multipart_report.java,squid:S00101,MINOR,SonarQube,CODE_SMELL,35.0,35.0
2654,DNSServer.java,squid:S2272,MAJOR,SonarQube,BUG,410.0,410.0
2655,AbstractRedirect.java,squid:S1151,MAJOR,SonarQube,CODE_SMELL,1358.0,1358.0
2656,AbstractRedirect.java,squid:S1151,MAJOR,SonarQube,CODE_SMELL,1395.0,1395.0
2657,AbstractRedirect.java,squid:S1151,MAJOR,SonarQube,CODE_SMELL,1402.0,1402.0
2658,SMTPHandler.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,323.0,323.0
2659,SMTPHandler.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,332.0,332.0
2660,CommandStore.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,28.0,28.0
2661,CommandStore.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,39.0,39.0
2662,Mailbox.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,104.0,104.0
2663,FileMailbox.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,732.0,732.0
2664,FileMailbox.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,1161.0,1161.0
2665,JamesHost.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,738.0,738.0
2666,JamesHost.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,866.0,866.0
2667,JamesHost.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,681.0,681.0
2668,BaseCommand.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,23.0,23.0
2669,BaseCommand.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,35.0,35.0
2670,CommandFetch.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,42.0,42.0
2671,CommandFetch.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,72.0,72.0
2672,CommandFetch.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,178.0,178.0
2673,CommandFetch.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,489.0,489.0
2674,ImapRequestImpl.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,65.0,65.0
2675,SingleThreadedConnectionHandler.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,413.0,413.0
2676,SingleThreadedConnectionHandler.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,425.0,425.0
2677,SingleThreadedConnectionHandler.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,431.0,431.0
2678,Host.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,185.0,185.0
2679,SimpleFolderRecord.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,61.0,61.0
2680,AuthenticationException.java,squid:S1165,MAJOR,SonarQube,CODE_SMELL,30.0,30.0
2681,MailboxException.java,squid:S1165,MAJOR,SonarQube,CODE_SMELL,46.0,46.0
2682,JamesTask.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,112.0,112.0
2683,James.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,344.0,344.0
2684,AbstractProtocolTest.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,151.0,151.0
2685,AbstractProtocolTest.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,233.0,233.0
2686,AbstractProtocolTest.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,274.0,274.0
2687,AbstractProtocolTest.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,433.0,433.0
2688,AbstractProtocolTest.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,596.0,596.0
2689,UserManagementTest.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,62.0,62.0
2690,ImapRequestHandler.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,87.0,87.0
2691,MailboxException.java,squid:S1165,MAJOR,SonarQube,CODE_SMELL,47.0,47.0
2692,SimpleMessageAttributes.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,246.0,246.0
2693,ImapCommandFactory.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,72.0,72.0
2694,FetchCommand.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,228.0,228.0
2695,ListCommand.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,250.0,250.0
2696,CommandParser.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,307.0,307.0
2697,SelectCommand.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,137.0,137.0
2698,POP3Handler.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,1025.0,1025.0
2699,AppendCommand.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,232.0,232.0
2700,UsersLDAPRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,148.0,148.0
2701,UsersLDAPRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,309.0,309.0
2702,UsersLDAPRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,386.0,386.0
2703,UsersLDAPRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,409.0,409.0
2704,UsersLDAPRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,437.0,437.0
2705,UsersLDAPRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,464.0,464.0
2706,UsersLDAPRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,518.0,518.0
2707,UsersLDAPRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,535.0,535.0
2708,UsersLDAPRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,556.0,556.0
2709,UsersLDAPRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,590.0,590.0
2710,UsersLDAPRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,648.0,648.0
2711,UsersLDAPRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,686.0,686.0
2712,UserManagementTest.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,63.0,63.0
2713,AbstractJdbcUsersRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,305.0,305.0
2714,HostAddress.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,42.0,42.0
2715,AvalonMailStore.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,59.0,59.0
2716,MimeMessageWrapper.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,393.0,393.0
2717,MailetConfigImpl.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,45.0,45.0
2718,NNTPGroupImpl.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,254.0,254.0
2719,ExtraDotOutputStream.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,32.0,32.0
2720,NNTPSpooler.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,98.0,98.0
2721,NNTPSpooler.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,236.0,236.0
2722,NNTPSpooler.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,238.0,238.0
2723,James.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,361.0,361.0
2724,JdbcDataSource.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,32.0,32.0
2725,JdbcDataSource.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,94.0,94.0
2726,JdbcDataSource.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,159.0,159.0
2727,JdbcDataSource.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,182.0,182.0
2728,NNTPHandler.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,1359.0,1359.0
2729,DefaultThreadPool.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,20.0,20.0
2730,WorkerThread.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,77.0,77.0
2731,WorkerThread.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,188.0,188.0
2732,MailStore.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,43.0,43.0
2733,CommandListservFooter.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,221.0,221.0
2734,Redirect.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,357.0,357.0
2735,Redirect.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,399.0,399.0
2736,DNSServer.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,273.0,273.0
2737,DNSServer.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,301.0,301.0
2738,DNSServer.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,495.0,495.0
2739,AbstractRedirect.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,1629.0,1629.0
2740,DSNBounce.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,652.0,652.0
2741,DSNBounce.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,692.0,692.0
2742,DSNBounce.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,748.0,748.0
2743,AddFooter.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,62.0,62.0
2744,AddFooter.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,67.0,67.0
2745,AddFooter.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,161.0,161.0
2746,AddFooter.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,185.0,185.0
2747,CommandListservProcessor.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,435.0,435.0
2748,CommandListservProcessor.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,450.0,450.0
2749,CommandListservProcessor.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,461.0,461.0
2750,CommandListservProcessor.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,471.0,471.0
2751,RemoteDelivery.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,520.0,520.0
2752,AbstractVirtualUserTable.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,160.0,160.0
2753,AbstractVirtualUserTable.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,262.0,262.0
2754,FromRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,114.0,114.0
2755,GenericListserv.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,109.0,109.0
2756,GenericListserv.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,114.0,114.0
2757,GenericListserv.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,126.0,126.0
2758,GenericListserv.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,129.0,129.0
2759,GenericListserv.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,137.0,137.0
2760,GenericListserv.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,140.0,140.0
2761,GenericListserv.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,147.0,147.0
2762,GenericListserv.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,150.0,150.0
2763,GenericListserv.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,154.0,154.0
2764,RemoteDeliverySocketFactory.java,squid:S1160,MAJOR,SonarQube,CODE_SMELL,69.0,69.0
2765,RemoteDeliverySocketFactory.java,squid:S1160,MAJOR,SonarQube,CODE_SMELL,78.0,78.0
2766,JamesSpoolManager.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,21.0,21.0
2767,JamesSpoolManager.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,99.0,99.0
2768,JamesSpoolManager.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,104.0,104.0
2769,JamesSpoolManager.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,126.0,126.0
2770,JamesSpoolManager.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,144.0,144.0
2771,JamesSpoolManager.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,249.0,249.0
2772,JamesSpoolManager.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,279.0,279.0
2773,JamesSpoolManager.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,397.0,397.0
2774,Resources.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,28.0,28.0
2775,Resources.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,38.0,38.0
2776,SMTPAuthUserIs.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,60.0,60.0
2777,HasMailAttributeWithValueRegex.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,95.0,95.0
2778,SMTPAuthSuccessful.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,49.0,49.0
2779,SenderIs.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,46.0,46.0
2780,AttachmentFileNameIs.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,99.0,99.0
2781,AttachmentFileNameIs.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,131.0,131.0
2782,HasAttachment.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,53.0,53.0
2783,HasAttachment.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,85.0,85.0
2784,SenderInFakeDomain.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,35.0,35.0
2785,SenderInFakeDomain.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,67.0,67.0
2786,SenderIsRegex.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,73.0,73.0
2787,SenderIsRegex.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,80.0,80.0
2788,HasMailAttribute.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,68.0,68.0
2789,SizeGreaterThan.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,65.0,65.0
2790,HasMailAttributeWithValue.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,91.0,91.0
2791,SenderIsNull.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,41.0,41.0
2792,CompareNumericHeaderValue.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,166.0,166.0
2793,SubjectStartsWith.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,40.0,40.0
2794,SubjectIs.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,38.0,38.0
2795,HasHabeasWarrantMark.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,97.0,97.0
2796,HasHabeasWarrantMark.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,102.0,102.0
2797,GenericRegexMatcher.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,79.0,79.0
2798,GenericRegexMatcher.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,73.0,73.0
2799,GenericRegexMatcher.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,76.0,76.0
2800,InSpammerBlacklist.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,73.0,73.0
2801,SenderHostIs.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,76.0,76.0
2802,IsSingleRecipient.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,34.0,34.0
2803,RelayLimit.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,53.0,53.0
2804,FetchedFrom.java,squid:S1168,MAJOR,SonarQube,CODE_SMELL,43.0,43.0
2805,MBoxMailRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,172.0,172.0
2806,MBoxMailRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,196.0,196.0
2807,MBoxMailRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,269.0,269.0
2808,MBoxMailRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,297.0,297.0
2809,MBoxMailRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,481.0,481.0
2810,MBoxMailRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,839.0,839.0
2811,MBoxMailRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,853.0,853.0
2812,AvalonMailRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,196.0,196.0
2813,AvalonMailRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,225.0,225.0
2814,AvalonMailRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,309.0,309.0
2815,JDBCSpoolRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,247.0,247.0
2816,JDBCSpoolRepository.java,squid:CommentedOutCodeLine,MAJOR,SonarQube,CODE_SMELL,257.0,257.0
